player_name,team,position,overall,speed,strength,agility,change_of_direction,injury,awareness,id,firstName,lastName,birthdate,height,weight,overallRating,college,handedness,age,jerseyNum,yearsPro,avatarUrl,archetype,iteration_id,iteration_label,stats_acceleration_value,stats_acceleration_diff,stats_agility_value,stats_agility_diff,stats_jumping_value,stats_jumping_diff,stats_stamina_value,stats_stamina_diff,stats_strength_value,stats_strength_diff,stats_awareness_value,stats_awareness_diff,stats_bCVision_value,stats_bCVision_diff,stats_blockShedding_value,stats_blockShedding_diff,stats_breakSack_value,stats_breakSack_diff,stats_breakTackle_value,stats_breakTackle_diff,stats_carrying_value,stats_carrying_diff,stats_catchInTraffic_value,stats_catchInTraffic_diff,stats_catching_value,stats_catching_diff,stats_changeOfDirection_value,stats_changeOfDirection_diff,stats_deepRouteRunning_value,stats_deepRouteRunning_diff,stats_finesseMoves_value,stats_finesseMoves_diff,stats_hitPower_value,stats_hitPower_diff,stats_impactBlocking_value,stats_impactBlocking_diff,stats_injury_value,stats_injury_diff,stats_jukeMove_value,stats_jukeMove_diff,stats_kickAccuracy_value,stats_kickAccuracy_diff,stats_kickPower_value,stats_kickPower_diff,stats_kickReturn_value,stats_kickReturn_diff,stats_leadBlock_value,stats_leadBlock_diff,stats_manCoverage_value,stats_manCoverage_diff,stats_mediumRouteRunning_value,stats_mediumRouteRunning_diff,stats_overall_value,stats_overall_diff,stats_passBlock_value,stats_passBlock_diff,stats_passBlockFinesse_value,stats_passBlockFinesse_diff,stats_passBlockPower_value,stats_passBlockPower_diff,stats_playAction_value,stats_playAction_diff,stats_playRecognition_value,stats_playRecognition_diff,stats_powerMoves_value,stats_powerMoves_diff,stats_press_value,stats_press_diff,stats_pursuit_value,stats_pursuit_diff,stats_release_value,stats_release_diff,stats_runBlock_value,stats_runBlock_diff,stats_runBlockFinesse_value,stats_runBlockFinesse_diff,stats_runBlockPower_value,stats_runBlockPower_diff,stats_runningStyle_value,stats_runningStyle_diff,stats_shortRouteRunning_value,stats_shortRouteRunning_diff,stats_spectacularCatch_value,stats_spectacularCatch_diff,stats_speed_value,stats_speed_diff,stats_spinMove_value,stats_spinMove_diff,stats_stiffArm_value,stats_stiffArm_diff,stats_tackle_value,stats_tackle_diff,stats_throwAccuracyDeep_value,stats_throwAccuracyDeep_diff,stats_throwAccuracyMid_value,stats_throwAccuracyMid_diff,stats_throwAccuracyShort_value,stats_throwAccuracyShort_diff,stats_throwOnTheRun_value,stats_throwOnTheRun_diff,stats_throwPower_value,stats_throwPower_diff,stats_throwUnderPressure_value,stats_throwUnderPressure_diff,stats_toughness_value,stats_toughness_diff,stats_trucking_value,stats_trucking_diff,stats_zoneCoverage_value,stats_zoneCoverage_diff,playerAbilities,identity_source
Laremy Tunsil,WAS,OL,95,72,92,67,53,92,95,17541,Laremy,Tunsil,1994-08-02,77,313,95,Ole Miss,1,31,78,9,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8241.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,68,0,67,0,71,0,90,0,92,0,95,0,18,0,27,0,12,0,12,0,31,0,22,0,26,0,53,0,6,0,14,0,26,0,94,0,92,0,17,0,17,0,20,0,9,0,85,0,11,0,9,0,95,0,95,0,94,0,96,0,6,0,18,0,18,0,9,0,29,0,22,0,82,0,83,0,82,0,Default Stride Awkward,0,19,0,20,0,72,0,13,0,26,0,35,0,6,0,6,0,6,0,6,0,22,0,14,0,89,0,32,0,13,0,,rosters.csv
Nick Bosa,SF,DL,95,80,94,87,73,84,95,20565,Nick,Bosa,1997-10-23,76,266,95,Ohio State,1,27,97,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9390.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,91,0,87,0,81,0,87,0,94,0,95,0,30,0,91,0,12,0,21,0,38,0,27,0,45,0,73,0,6,0,97,0,84,0,87,0,84,0,38,0,17,0,17,0,10,0,18,0,30,0,10,0,95,0,45,0,45,0,44,0,6,0,93,0,94,0,31,0,95,0,16,0,45,0,45,0,45,0,Long Stride Loose,0,17,0,23,0,80,0,32,0,34,0,89,0,6,0,6,0,6,0,6,0,25,0,14,0,90,0,31,0,42,0,,rosters.csv
Trent McDuffie,LA,DB,95,92,61,94,91,91,95,22265,Trent,McDuffie,2000-09-13,71,193,95,Washington,1,24,22,3,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1844.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,94,0,94,0,91,0,91,0,61,0,95,0,63,0,57,0,15,0,53,0,59,0,52,0,69,0,91,0,11,0,38,0,67,0,46,0,91,0,73,0,21,0,22,0,68,0,15,0,95,1,16,0,95,1,33,0,34,0,33,0,6,0,97,0,29,0,88,0,83,0,17,0,34,0,34,0,33,0,Short Stride Loose,0,26,0,61,0,92,0,66,0,23,0,74,2,6,0,6,0,6,0,6,0,27,0,10,0,86,0,26,0,92,1,,rosters.csv
Bijan Robinson,ATL,RB,94,91,81,92,95,93,87,22690,Bijan,Robinson,2002-01-30,71,215,94,Texas,0,23,7,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2613.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,92,0,92,0,90,0,87,0,81,0,87,-1,91,0,32,0,37,0,92,0,93,-2,63,0,71,0,95,0,58,0,10,0,34,0,51,0,93,0,97,0,19,0,23,0,71,0,49,0,13,0,63,0,94,-1,53,-2,39,0,46,0,20,0,22,0,10,0,18,0,37,0,64,0,46,0,39,0,40,0,Default,0,71,0,58,0,91,0,93,0,82,0,36,0,23,0,31,0,36,0,30,0,37,0,22,0,90,0,84,0,15,0,,rosters.csv
Jalen Ramsey,PIT,DB,94,94,71,90,89,90,96,17538,Jalen,Ramsey,1994-10-24,73,208,94,Florida State,1,30,5,9,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8185.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,93,0,90,0,94,0,94,0,71,0,96,0,72,0,50,0,34,0,68,0,71,0,55,0,83,0,89,0,12,0,41,0,82,0,65,0,90,0,78,0,17,0,18,0,80,0,22,0,91,0,24,0,94,0,21,0,34,0,33,0,16,0,94,0,35,0,98,0,79,0,27,0,34,0,34,0,33,0,Short Stride Default,0,36,0,72,0,94,0,69,0,57,0,71,0,21,0,26,0,33,0,24,0,27,0,17,0,90,0,42,0,90,0,,rosters.csv
Jeffery Simmons,TEN,DL,94,78,97,75,63,90,96,20549,Jeffery,Simmons,1997-07-28,76,305,94,Mississippi St.,1,28,98,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/156.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,82,0,75,0,78,0,87,0,97,0,96,0,23,0,92,0,12,0,16,0,29,0,21,0,27,0,63,0,6,0,85,0,89,0,87,0,90,0,32,0,16,0,15,0,48,0,20,0,29,0,10,0,94,0,45,0,45,0,45,0,6,0,95,0,89,0,17,0,91,0,15,0,45,0,45,0,45,0,Long Stride Loose,0,18,0,19,0,78,0,28,0,23,0,87,0,6,0,6,0,6,0,6,0,20,0,10,0,89,0,26,0,39,0,,rosters.csv
Jessie Bates III,ATL,DB,94,90,59,88,84,92,96,13202,Jessie,Bates III,1997-02-26,73,200,94,Wake Forest,1,28,3,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8815.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,91,0,88,0,85,0,97,0,59,0,96,0,77,0,56,0,10,0,48,0,69,0,65,0,83,0,84,0,10,0,37,0,85,0,61,0,92,0,78,0,12,0,18,0,78,0,20,0,85,-1,15,0,94,-1,35,0,35,0,35,0,10,0,95,0,25,0,66,0,93,0,13,0,35,0,35,0,35,0,Default,0,20,0,70,0,90,0,69,0,36,0,81,0,10,0,10,0,10,0,10,0,25,0,23,0,88,0,41,0,93,-1,,rosters.csv
Jordan Mailata,PHI,OL,94,74,97,68,57,90,97,13479,Jordan,Mailata,1997-03-31,80,365,94,No College,1,28,68,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9342.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,69,0,68,0,75,0,94,0,97,0,97,0,62,0,36,0,12,0,44,0,64,0,55,0,57,0,57,0,20,0,15,0,60,0,93,0,90,0,51,0,13,0,18,0,10,0,98,0,12,0,25,0,94,0,90,0,88,0,91,0,6,0,16,0,15,0,10,0,57,0,20,0,96,0,98,0,95,0,Default,0,30,0,48,0,74,0,37,0,57,0,52,0,6,0,6,0,6,0,6,0,39,0,15,0,93,0,74,0,17,0,,rosters.csv
Puka Nacua,LA,WR,94,93,69,89,92,83,96,22811,Puka,Nacua,2001-05-29,73,206,94,BYU,1,24,12,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/4785.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,92,0,89,0,93,0,98,0,69,0,96,0,94,0,20,0,21,0,85,0,74,0,96,0,96,0,92,0,86,0,10,0,21,0,55,0,83,0,86,0,25,0,29,0,35,0,35,0,10,0,93,0,94,0,30,0,20,0,25,0,29,0,15,0,10,0,15,0,29,0,86,0,61,0,33,0,36,0,Default,0,94,0,94,0,93,0,83,0,66,0,28,0,6,0,10,0,15,0,33,0,25,0,29,0,95,0,53,0,16,0,,rosters.csv
Quenton Nelson,IND,OL,94,70,97,67,57,95,98,13081,Quenton,Nelson,1996-03-19,77,330,94,Notre Dame,0,29,56,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9002.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,67,0,67,0,67,0,90,0,97,0,98,0,16,0,27,0,12,0,11,0,35,0,10,0,19,0,57,0,10,0,10,0,28,0,95,0,95,0,12,0,15,0,21,0,10,0,94,0,9,0,10,0,94,0,86,0,88,0,85,0,6,0,18,0,10,0,10,0,36,0,12,0,96,0,95,0,97,0,Long Stride Awkward,0,10,0,12,0,70,0,10,0,10,0,34,0,6,0,6,0,6,0,6,0,27,0,15,0,91,0,37,0,10,0,,rosters.csv
Trey McBride,ARI,TE,94,87,73,80,76,92,97,22093,Trey,McBride,1999-11-22,76,246,94,Colorado St.,1,25,85,3,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1830.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,90,0,80,0,94,0,88,0,73,0,97,0,81,0,45,0,17,0,73,0,75,0,90,0,98,0,76,0,76,0,29,0,32,0,67,0,92,0,71,0,20,0,22,0,35,0,52,0,15,0,81,0,94,0,61,0,61,0,60,0,6,0,32,0,25,0,10,0,41,0,83,0,62,0,61,0,58,0,Long Stride Default,0,87,0,88,0,87,0,64,0,68,0,38,0,6,0,10,0,15,0,10,0,33,0,10,0,87,0,71,0,20,0,,rosters.csv
Aidan Hutchinson,DET,DL,93,82,87,85,70,91,95,22145,Aidan,Hutchinson,2000-08-09,78,265,93,Michigan,0,25,97,3,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1771.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,89,0,85,0,85,0,87,0,87,0,95,0,46,0,85,0,12,0,33,0,59,0,56,0,64,0,70,0,38,0,96,0,85,0,89,0,91,0,52,0,12,0,14,0,10,0,30,0,43,0,44,0,93,0,45,0,45,0,45,0,6,0,93,0,88,0,31,0,96,0,52,0,45,0,45,0,45,0,Long Stride Default,0,50,0,62,0,82,0,46,0,50,0,88,0,6,0,8,0,10,0,6,0,24,0,18,0,92,0,48,0,53,0,,rosters.csv
Chris Lindstrom,ATL,OL,93,76,92,68,58,94,97,20369,Chris,Lindstrom,1997-02-28,75,307,93,Boston College,1,28,63,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9551.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,80,0,68,0,75,0,91,0,92,0,97,0,14,0,15,0,12,0,8,0,19,0,18,0,26,0,58,0,5,0,10,0,28,0,91,0,94,0,14,0,25,0,25,0,10,0,99,0,12,0,6,0,93,0,84,0,81,0,87,0,6,0,10,0,10,0,10,0,23,0,12,0,96,0,95,0,92,0,Default Stride Awkward,0,16,0,14,0,76,0,10,0,27,0,32,0,6,0,6,0,6,0,6,0,23,0,10,0,92,0,31,0,12,0,,rosters.csv
Derwin James Jr,LAC,DB,93,90,80,88,86,89,95,13080,Derwin,James Jr,1996-08-03,74,215,93,Florida State,0,29,3,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8943.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,91,0,88,0,93,0,95,0,80,0,95,0,73,0,66,0,24,0,59,0,72,0,56,0,78,0,86,0,17,0,67,0,92,0,73,0,89,0,77,0,15,0,19,0,78,0,20,0,84,0,22,0,93,0,35,0,35,0,35,0,15,0,94,0,69,0,83,0,91,0,24,0,35,0,35,0,35,0,Default Stride Loose,0,27,0,67,0,90,0,67,0,47,0,79,0,10,0,13,0,18,0,22,0,34,0,10,0,91,0,46,0,84,0,,rosters.csv
Rashawn Slater,LAC,OL,93,75,93,68,60,88,88,21541,Rashawn,Slater,1999-03-26,76,315,93,Northwestern,1,26,70,4,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/768.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,81,0,68,0,80,0,89,0,93,0,88,0,12,0,25,0,12,0,12,0,24,0,15,0,25,0,60,0,5,0,24,0,21,0,94,0,88,0,10,0,15,0,11,0,10,0,82,0,12,0,10,0,93,0,95,0,92,0,97,0,6,0,24,0,30,0,10,0,29,0,12,0,84,0,87,0,80,0,Default Stride Awkward,0,12,0,15,0,75,0,10,0,15,0,35,0,6,0,6,0,6,0,6,0,10,0,15,0,88,0,25,0,9,0,,rosters.csv
Roquan Smith,BAL,LB,93,86,80,87,82,95,91,13082,Roquan,Smith,1997-04-08,73,232,93,Georgia,1,28,0,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9061.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,89,0,87,0,81,0,98,0,80,0,91,0,41,0,78,0,12,0,36,0,54,0,40,0,72,0,82,0,11,0,60,0,88,0,87,0,95,0,47,0,22,0,14,0,10,0,22,0,70,0,12,0,93,0,45,0,45,0,45,0,10,0,92,0,68,0,56,0,97,0,22,0,45,0,45,0,45,0,Default Stride Loose,0,13,0,39,0,86,0,31,0,35,0,97,0,6,0,8,0,10,0,13,0,25,0,10,0,95,0,39,0,76,0,,rosters.csv
Sauce Gardner,IND,DB,93,93,65,91,91,96,91,22260,Sauce,Gardner,2000-08-31,75,200,93,Cincinnati,1,25,1,3,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1712.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,94,0,91,0,92,0,98,0,65,0,91,0,72,0,55,0,20,0,61,0,64,0,64,0,76,0,91,0,18,0,52,0,69,0,55,0,96,0,75,0,16,0,17,0,40,0,21,0,94,0,22,0,93,0,35,0,35,0,35,0,6,0,93,0,38,0,96,0,78,0,35,0,35,0,35,0,35,0,Long Stride Default,0,32,0,65,0,93,0,67,0,41,0,58,0,6,0,6,0,6,0,6,0,27,0,10,0,92,0,36,0,93,0,,rosters.csv
Tyreek Hill,,,93,97,64,97,96,88,90,17838,Tyreek,Hill,1994-03-01,70,191,93,West Alabama,0,31,10,9,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8052.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,98,0,97,0,95,0,92,0,64,0,90,0,91,0,21,0,28,0,83,0,77,0,86,0,91,0,96,0,91,0,10,0,25,0,40,0,88,0,92,0,15,0,13,0,85,0,20,0,10,0,94,0,93,0,33,0,19,0,19,0,19,0,26,0,10,0,30,0,33,0,88,0,56,0,12,0,17,0,None,0,93,0,90,0,97,0,79,0,45,0,27,0,23,0,28,0,31,0,28,0,41,0,24,0,93,0,37,0,20,0,,ea
Vita Vea,TB,DL,93,74,98,71,60,92,90,13091,Vita,Vea,1995-02-05,76,347,93,Washington,1,30,50,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9093.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,73,0,71,0,70,0,84,0,98,0,90,0,55,0,94,0,18,0,49,0,68,0,24,0,40,0,60,0,16,0,72,0,89,0,97,0,92,0,59,0,16,0,15,0,10,0,42,0,28,0,17,0,93,0,45,0,45,0,45,0,10,0,92,0,85,0,22,0,83,0,15,0,52,0,48,0,52,0,Long Stride Default,0,26,0,18,0,74,0,43,0,54,0,93,0,13,0,16,0,20,0,13,0,24,0,12,0,97,0,68,0,35,0,,rosters.csv
Xavier McKinney,GB,DB,93,88,67,87,85,88,94,21023,Xavier,McKinney,1999-08-09,72,201,93,Alabama,1,26,29,5,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/452.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,90,0,87,0,86,0,94,0,67,0,94,0,62,0,62,0,15,0,38,0,62,0,50,0,79,0,85,0,10,0,54,0,84,0,64,0,88,0,71,0,12,0,15,0,40,0,14,0,80,0,10,0,93,0,35,0,35,0,35,0,6,0,96,0,46,0,77,0,88,0,20,0,35,0,35,0,35,0,Default Stride Loose,0,10,0,72,0,88,0,62,0,47,0,83,0,6,0,6,0,6,0,6,0,25,0,10,0,91,0,37,0,90,0,,rosters.csv
Antoine Winfield Jr,TB,DB,92,90,59,88,86,88,95,21017,Antoine,Winfield Jr,1998-08-16,69,203,92,Minnesota,1,27,31,5,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/680.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,92,0,88,0,89,0,94,0,59,0,95,0,82,0,63,0,21,0,72,0,67,0,71,0,77,0,86,0,15,0,57,0,86,0,64,0,88,0,83,0,20,0,20,0,83,0,18,0,80,0,20,0,92,0,35,0,35,0,35,0,6,0,96,0,46,0,68,0,90,0,33,0,35,0,35,0,35,0,Short Stride Default,0,30,0,73,0,90,0,73,0,53,0,77,0,6,0,6,0,6,0,6,0,35,0,13,0,87,0,52,0,87,0,,rosters.csv
Bobby Wagner,,,92,84,78,80,70,97,98,11567,Bobby,Wagner,1990-06-27,72,242,92,Utah State,1,35,54,13,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/6138.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,84,0,80,0,89,0,94,0,78,0,98,0,48,0,82,0,12,0,23,0,61,0,15,0,75,0,70,0,5,0,65,0,92,0,91,0,97,0,42,0,20,0,20,0,10,0,28,0,57,0,5,0,92,0,45,0,45,0,45,0,6,0,97,0,73,0,42,0,94,0,12,0,45,0,45,0,45,0,Default Stride Awkward,0,15,0,48,0,84,0,24,0,53,0,99,0,6,0,6,0,6,0,6,0,25,0,10,0,74,0,41,0,64,0,,ea
Denzel Ward,CLE,DB,92,93,61,94,95,88,92,13101,Denzel,Ward,1997-04-28,71,190,92,Ohio State,1,28,21,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9100.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,94,0,94,0,92,0,92,0,61,0,92,0,66,0,50,0,18,0,60,0,66,0,48,0,78,0,95,0,20,0,33,0,72,0,51,0,88,0,80,0,13,0,18,0,67,0,17,0,93,0,26,0,92,0,35,0,35,0,35,0,6,0,91,0,26,0,86,0,72,0,26,0,35,0,35,0,35,0,Short Stride Loose,0,30,0,66,0,93,0,66,0,28,0,51,2,8,0,10,0,15,0,6,0,31,0,15,0,86,0,19,0,89,0,,rosters.csv
Garett Bolles,DEN,OL,92,75,87,72,56,84,94,12545,Garett,Bolles,1992-05-27,77,300,92,Utah,1,33,72,8,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8482.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,76,0,72,0,70,0,88,0,87,0,94,0,28,0,34,0,12,0,17,0,29,0,30,0,36,0,56,0,8,0,27,0,42,0,86,0,84,0,19,0,20,0,22,0,10,0,82,0,12,0,16,0,92,0,93,0,95,0,91,0,6,0,26,0,33,0,10,0,39,0,22,0,84,0,85,0,81,0,Default Stride Awkward,0,26,0,25,0,75,0,15,0,26,0,38,0,6,0,6,0,6,0,6,0,25,0,14,0,88,0,37,0,15,0,,rosters.csv
James Cook III,BUF,RB,92,92,67,94,92,88,88,22054,James,Cook III,1999-09-25,71,190,92,Georgia,1,25,4,3,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1304.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,93,0,94,0,81,0,85,0,67,0,88,0,91,0,35,0,20,0,87,1,90,0,52,0,70,0,92,0,57,0,10,0,37,0,38,0,88,0,93,0,14,0,19,0,74,0,43,0,24,0,65,0,92,1,50,0,26,0,21,0,10,0,31,0,10,0,17,0,47,0,62,0,42,0,29,0,24,0,Default,0,69,0,54,0,92,0,86,0,71,0,40,0,10,0,14,0,20,0,10,0,27,0,17,0,84,0,64,0,34,0,,rosters.csv
Joe Thuney,CHI,OL,92,73,88,68,57,97,96,17777,Joe,Thuney,1992-11-18,77,301,92,N.C. State,1,32,62,9,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8235.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,76,0,68,0,71,0,93,0,88,0,96,0,18,0,33,0,12,0,8,0,33,0,15,0,26,0,57,0,5,0,10,0,48,0,90,0,97,0,14,0,11,0,11,0,10,0,79,0,12,0,5,0,92,0,91,0,91,0,91,0,6,0,10,0,10,0,10,0,35,0,15,0,81,0,83,0,79,0,Default Stride Awkward,0,15,0,15,0,73,0,10,0,19,0,29,0,6,0,6,0,6,0,6,0,25,0,16,0,94,0,31,0,12,0,,rosters.csv
Kolton Miller,LV,OL,92,74,88,71,57,90,94,13098,Kolton,Miller,1995-10-09,80,325,92,UCLA,1,29,74,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8993.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,79,0,71,0,77,0,93,0,88,0,94,0,12,0,31,0,12,0,13,0,30,0,15,0,22,0,57,0,10,0,10,0,30,0,88,0,90,0,10,0,12,0,10,0,10,0,84,0,12,0,12,0,92,0,93,0,91,0,93,0,6,0,13,0,10,0,10,0,27,0,14,0,84,0,82,0,86,0,Long Stride Default,0,15,0,15,0,74,0,10,0,10,0,31,0,6,0,6,0,6,0,6,0,12,0,14,0,86,0,23,0,16,0,,rosters.csv
Matthew Stafford,LA,QB,92,78,66,71,66,87,95,20051,Matthew,Stafford,1988-02-07,75,220,92,Georgia,1,37,9,16,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/6302.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,70,0,71,0,75,0,91,0,66,0,95,0,71,0,26,0,73,0,52,0,62,0,15,0,26,0,66,0,12,0,10,0,12,0,27,0,87,0,55,0,25,0,28,0,10,0,17,0,10,0,14,0,92,0,25,0,22,0,24,0,85,0,17,0,10,0,10,0,29,0,15,0,22,0,19,0,17,0,Default,0,15,0,15,0,78,0,39,0,36,0,28,0,93,0,91,0,93,0,87,0,95,0,84,0,98,0,47,0,22,0,,rosters.csv
Mike Evans,SF,WR,92,90,78,81,82,92,89,10857,Mike,Evans,1993-08-21,77,231,92,Texas AM,1,32,13,11,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/6407.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,89,0,81,0,97,0,93,0,78,0,89,0,89,0,35,0,22,0,82,0,80,0,97,0,93,0,82,0,86,0,10,0,15,0,63,0,92,0,83,0,24,0,25,0,55,0,49,0,40,0,87,0,92,0,45,0,23,0,25,0,10,0,15,0,10,0,20,0,25,0,94,0,60,0,35,0,38,0,Default Stride Loose,0,89,0,97,0,90,0,75,0,84,0,39,0,15,0,20,0,25,0,15,0,35,0,20,0,94,0,72,0,27,0,,rosters.csv
Minkah Fitzpatrick,NYJ,DB,92,91,64,91,86,94,91,13084,Minkah,Fitzpatrick,1996-11-17,73,207,92,Alabama,0,28,29,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8887.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,92,0,91,0,90,0,93,0,64,0,91,0,81,0,60,0,18,0,58,0,66,0,59,0,79,0,86,0,18,0,50,0,85,0,63,0,94,0,79,0,13,0,15,0,68,0,18,0,82,0,23,0,92,0,35,0,35,0,35,0,6,0,92,0,38,0,77,0,85,0,29,0,35,0,35,0,35,0,Short Stride Loose,0,28,0,62,0,91,0,69,0,55,0,78,0,6,0,6,0,6,0,6,0,15,0,16,0,88,0,47,0,91,0,,rosters.csv
Nnamdi Madubuike,BAL,DL,92,81,95,74,64,91,90,20982,Nnamdi,Madubuike,1997-11-17,75,293,92,Texas AM,1,27,92,5,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/441.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,83,0,74,0,70,0,83,0,95,0,90,0,17,0,89,0,12,0,10,0,30,0,25,0,44,0,64,0,3,0,87,0,85,0,85,0,91,0,25,0,12,0,15,0,10,0,27,0,22,0,7,0,92,0,45,0,45,0,45,0,6,0,89,0,76,0,20,0,88,0,15,0,45,0,45,0,45,0,Default Stride Loose,0,15,0,28,0,81,0,30,0,25,0,96,0,6,0,6,0,6,0,6,0,16,0,10,0,88,0,34,0,26,0,,rosters.csv
Terry McLaurin,WAS,WR,92,96,67,86,87,93,87,20435,Terry,McLaurin,1995-09-15,72,210,92,Ohio State,1,29,17,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9567.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,91,0,86,0,88,0,96,0,67,0,87,0,88,0,41,0,22,0,82,0,76,0,94,0,98,0,87,0,92,0,11,0,34,0,45,0,93,0,88,0,14,0,16,0,40,0,22,0,16,0,90,0,92,0,37,0,11,0,15,0,6,0,19,0,11,0,16,0,53,0,95,0,50,0,18,0,23,0,Short Stride Default,0,89,0,93,0,96,0,78,0,56,0,41,0,6,0,10,0,15,0,10,0,32,0,18,0,95,0,50,0,24,0,,rosters.csv
Travis Kelce,KC,TE,92,82,79,85,75,97,96,890,Travis,Kelce,1989-10-05,77,250,92,Cincinnati,1,35,87,12,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/5920.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,84,0,85,0,89,0,96,0,79,0,96,1,88,0,40,0,40,0,75,0,72,0,89,0,93,0,75,0,71,0,20,0,15,0,70,0,97,0,78,0,32,0,35,0,6,0,59,0,12,0,78,0,92,0,63,0,61,0,62,0,29,0,15,0,20,0,10,0,42,0,78,0,65,0,63,0,62,0,Long Stride High and Tight,0,85,0,93,0,82,0,69,0,84,0,45,0,49,0,53,0,64,0,47,0,70,0,33,0,94,0,76,0,14,0,,rosters.csv
